model_name,data_path,bleu,bleu_precision_1,bleu_precision_2,bleu_precision_3,bleu_precision_4,brevity_penalty,length_ratio,translation_length,reference_length,rouge1,rouge2,rougeL,rougeLsum,qwen3_embedding_distance,gemma_embedding_distance,luxembourgish_embedding_distance,language
Llama-3.1-8B-Instruct-eng-history-as4,../../data/processed/eng_test_history_as4_15.json,0.0696812005000652,0.25235646958012,0.11557788944723618,0.046966731898238745,0.024749868351764088,0.9131718494350547,0.9167321288295365,2334,2546,0.22161668048170252,0.058891522414276434,0.20984543967794145,0.20974195848699803,"{'mean_distance': 0.410425066947937, 'std_distance': 0.14054399728775024}","{'mean_distance': 0.4095016419887543, 'std_distance': 0.12453414499759674}","{'mean_distance': 0.26099374890327454, 'std_distance': 0.12071666866540909}",English
Llama-3.1-8B-Instruct-eng-history-as4,../../data/processed/eng_test_history_as4_2.json,0.07918755412777927,0.23020850991693506,0.10970577682095443,0.04867593827395694,0.03198619008935825,1.0,1.0338240448650544,11798,11412,0.21849238910386365,0.05022646391907942,0.21000925716921026,0.21061690161596264,"{'mean_distance': 0.4036487340927124, 'std_distance': 0.1374640017747879}","{'mean_distance': 0.40914231538772583, 'std_distance': 0.12087838351726532}","{'mean_distance': 0.25899508595466614, 'std_distance': 0.12847468256950378}",English
Llama-3.1-8B-Instruct-eng-history-as4,../../data/processed/eng_test_history_as4_27.json,0.10574792871914468,0.2744539411206078,0.14227642276422764,0.073224043715847,0.04373522458628842,1.0,1.0019029495718363,1053,1051,0.24792409034613871,0.08091996037758475,0.2451395625868807,0.24339514838321394,"{'mean_distance': 0.3740723133087158, 'std_distance': 0.153323233127594}","{'mean_distance': 0.37624993920326233, 'std_distance': 0.1359264999628067}","{'mean_distance': 0.22644442319869995, 'std_distance': 0.130026713013649}",English
Llama-3.1-8B-Instruct-eng-history-as4,../../data/processed/eng_test_history_as4_0.json,0.06292371868965821,0.1824226655102631,0.08819960564234794,0.037970644543714106,0.025660440854787143,1.0,1.2124079915878023,13836,11412,0.19957989098077783,0.0415910786126597,0.19256042153573233,0.19336443494228972,"{'mean_distance': 0.42082786560058594, 'std_distance': 0.1394975185394287}","{'mean_distance': 0.42975687980651855, 'std_distance': 0.12133657932281494}","{'mean_distance': 0.2827841639518738, 'std_distance': 0.12604595720767975}",English
Llama-3.1-8B-Instruct-eng-history-as4,../../data/processed/eng_test_history_as4_11.json,0.06298700422630268,0.24289544235924934,0.1012514220705347,0.03634161114476075,0.01910621761658031,0.9798308393542738,0.9800315291644771,3730,3806,0.22708723908454911,0.05313580077658263,0.21733959761403732,0.21838941769573228,"{'mean_distance': 0.4041406512260437, 'std_distance': 0.14389686286449432}","{'mean_distance': 0.4041038155555725, 'std_distance': 0.12229865789413452}","{'mean_distance': 0.2614951729774475, 'std_distance': 0.12719915807247162}",English
Llama-3.1-8B-Instruct-eng-history-as4,../../data/processed/eng_test_history_as4_22.json,0.07935560162885126,0.23820224719101124,0.10906935388263189,0.052070263488080304,0.029313790806129246,1.0,1.1581001951854262,1780,1537,0.2595165097710207,0.07372264498107917,0.24679675161459425,0.24754493881167336,"{'mean_distance': 0.37567245960235596, 'std_distance': 0.14817605912685394}","{'mean_distance': 0.38974446058273315, 'std_distance': 0.1273392289876938}","{'mean_distance': 0.23872053623199463, 'std_distance': 0.12943127751350403}",English
Llama-3.1-8B-Instruct-eng-history-as4,../../data/processed/eng_test_history_as4_28.json,0.06109654225592714,0.18772305496074232,0.08669656203288491,0.038431372549019606,0.022277227722772276,1.0,1.3940298507462687,1401,1005,0.2194512650585507,0.05031702916021281,0.2083235293911557,0.20988638063584697,"{'mean_distance': 0.40386834740638733, 'std_distance': 0.13135743141174316}","{'mean_distance': 0.40530675649642944, 'std_distance': 0.1034359261393547}","{'mean_distance': 0.2499030977487564, 'std_distance': 0.13433566689491272}",English
Llama-3.1-8B-Instruct-eng-history-as4,../../data/processed/eng_test_history_as4_4.json,0.0689971112879455,0.20001744591765527,0.09432753888380604,0.042612543285879184,0.02818900831474346,1.0,1.214149544588011,11464,9442,0.21534020998628564,0.050677851102576506,0.20591224021014914,0.20777733625590467,"{'mean_distance': 0.4041186571121216, 'std_distance': 0.13995030522346497}","{'mean_distance': 0.41003119945526123, 'std_distance': 0.12034314125776291}","{'mean_distance': 0.2581227719783783, 'std_distance': 0.12313297390937805}",English
Llama-3.1-8B-Instruct-eng-history-as4,../../data/processed/eng_test_history_as4_16.json,0.07222867759882126,0.2361111111111111,0.10803571428571429,0.04467680608365019,0.023882113821138213,1.0,1.0259067357512954,2376,2316,0.2320158993749467,0.0716082149689028,0.22366743122674032,0.22387573278619477,"{'mean_distance': 0.4052990674972534, 'std_distance': 0.1441347599029541}","{'mean_distance': 0.39719733595848083, 'std_distance': 0.11873842775821686}","{'mean_distance': 0.2625696659088135, 'std_distance': 0.1326291561126709}",English
Llama-3.1-8B-Instruct-eng-history-as4,../../data/processed/eng_test_history_as4_0.json,0.06945818833629482,0.1995258790991703,0.09729279466888796,0.04236019374724791,0.028304530593180756,1.0,1.1089204346302137,12655,11412,0.19741776229467994,0.04134636438160687,0.1916889555180964,0.19238218486457592,"{'mean_distance': 0.4216076731681824, 'std_distance': 0.13599275052547455}","{'mean_distance': 0.4272896647453308, 'std_distance': 0.11723174899816513}","{'mean_distance': 0.2846044600009918, 'std_distance': 0.13423733413219452}",English
Llama-3.1-8B-Instruct-eng-history-as4,../../data/processed/eng_test_history_as4_27.json,0.10198978751493107,0.2875,0.14418125643666324,0.06873614190687362,0.03961584633853541,0.989478815885304,0.9895337773549001,1040,1051,0.25730108533710105,0.07803734982796337,0.25395065124780186,0.25245647096262697,"{'mean_distance': 0.3709523379802704, 'std_distance': 0.13570250570774078}","{'mean_distance': 0.37689781188964844, 'std_distance': 0.10779041796922684}","{'mean_distance': 0.21935071051120758, 'std_distance': 0.11111625283956528}",English
Llama-3.1-8B-Instruct-eng-history-as4,../../data/processed/eng_test_history_as4_12.json,0.06511971253559685,0.24260172626387178,0.10379829731499672,0.03805865921787709,0.01944652206432311,0.9911002584838553,0.9911396272532844,3244,3273,0.24614569927053123,0.06477949169274907,0.23310803505458733,0.23455353941449358,"{'mean_distance': 0.3959062397480011, 'std_distance': 0.14852029085159302}","{'mean_distance': 0.3934556245803833, 'std_distance': 0.12686021625995636}","{'mean_distance': 0.2507987320423126, 'std_distance': 0.1251727193593979}",English
Llama-3.1-8B-Instruct-eng-history-as4,../../data/processed/eng_test_history_as4_18.json,0.07182306977050751,0.24798099762470308,0.10993444276348967,0.043524986566362174,0.022426682001150087,1.0,1.028334147532975,2105,2047,0.2228196359430627,0.056645848355591416,0.21240621031270862,0.21359103102183805,"{'mean_distance': 0.40460848808288574, 'std_distance': 0.14421683549880981}","{'mean_distance': 0.4023485779762268, 'std_distance': 0.11922582983970642}","{'mean_distance': 0.2662695050239563, 'std_distance': 0.1306714415550232}",English
Llama-3.1-8B-Instruct-eng-history-as4,../../data/processed/eng_test_history_as4_28.json,0.07343425359430415,0.21225710014947682,0.10431372549019607,0.04867986798679868,0.026979982593559618,1.0,1.3313432835820895,1338,1005,0.24990576955106894,0.08025139693010984,0.23968922608651794,0.242021486903297,"{'mean_distance': 0.38052448630332947, 'std_distance': 0.1327803134918213}","{'mean_distance': 0.38898396492004395, 'std_distance': 0.11437351256608963}","{'mean_distance': 0.21177741885185242, 'std_distance': 0.11235164850950241}",English
Llama-3.1-8B-Instruct-eng-history-as4,../../data/processed/eng_test_history_as4_13.json,0.05945611270479385,0.21120563215019067,0.0935762816553428,0.035213563743071406,0.017955801104972375,1.0,1.1694682675814752,3409,2915,0.22862402950584768,0.06196173114174108,0.22264783869721644,0.22361051827349132,"{'mean_distance': 0.39977723360061646, 'std_distance': 0.1429201364517212}","{'mean_distance': 0.400913804769516, 'std_distance': 0.12773658335208893}","{'mean_distance': 0.2548442780971527, 'std_distance': 0.12440113723278046}",English
Llama-3.1-8B-Instruct-eng-history-as4,../../data/processed/eng_test_history_as4_0.json,0.06741999522915292,0.19922409858512094,0.09387003841229194,0.04068884011480669,0.027152554483744193,1.0,1.1519453207150367,13146,11412,0.2027644262428999,0.05186129048324285,0.19489453090961245,0.1960422141687613,"{'mean_distance': 0.41967061161994934, 'std_distance': 0.13995982706546783}","{'mean_distance': 0.4278610348701477, 'std_distance': 0.11754767596721649}","{'mean_distance': 0.28051698207855225, 'std_distance': 0.1313735544681549}",English
Llama-3.1-8B-Instruct-eng-history-as4,../../data/processed/eng_test_history_as4_6.json,0.05722305456210564,0.18159563814398574,0.08148061925270632,0.03404514948139109,0.02128478010001282,1.0,1.291978148361127,8987,6956,0.2089599835771872,0.04701879511343744,0.20086765215010247,0.20189805547638567,"{'mean_distance': 0.41071465611457825, 'std_distance': 0.13713398575782776}","{'mean_distance': 0.41280749440193176, 'std_distance': 0.11853228509426117}","{'mean_distance': 0.26367318630218506, 'std_distance': 0.12338990718126297}",English
Llama-3.1-8B-Instruct-eng-history-as4,../../data/processed/eng_test_history_as4_10.json,0.06731811055567731,0.2413793103448276,0.10845253576072822,0.04165509580672035,0.021745606196008342,0.9646884205383418,0.9652974504249292,4089,4236,0.22080887890986606,0.05112385068500824,0.21252915705208023,0.21515992834551745,"{'mean_distance': 0.4026557207107544, 'std_distance': 0.14619718492031097}","{'mean_distance': 0.4046475887298584, 'std_distance': 0.12141444534063339}","{'mean_distance': 0.2578780949115753, 'std_distance': 0.1326703429222107}",English
Llama-3.1-8B-Instruct-eng-history-as4,../../data/processed/eng_test_history_as4_1.json,0.0681995181583481,0.20223268529769137,0.0954625339511104,0.04162453656892484,0.02692101978962382,1.0,1.1538731160182265,13168,11412,0.21718193079022513,0.04902826191874324,0.20801039523463896,0.20879452010208718,"{'mean_distance': 0.41082867980003357, 'std_distance': 0.1430768221616745}","{'mean_distance': 0.4238124489784241, 'std_distance': 0.123440220952034}","{'mean_distance': 0.2669525146484375, 'std_distance': 0.1329200267791748}",English
Llama-3.1-8B-Instruct-eng-history-as4,../../data/processed/eng_test_history_as4_1.json,0.0721760518539412,0.20807231781777813,0.10057687484324053,0.04402793740606489,0.02945314698433543,1.0,1.1050648440238346,12611,11412,0.20575234490747646,0.04519769330628165,0.19839211068382906,0.19871541821922917,"{'mean_distance': 0.4054643511772156, 'std_distance': 0.1395425796508789}","{'mean_distance': 0.4135398864746094, 'std_distance': 0.11962921917438507}","{'mean_distance': 0.26601406931877136, 'std_distance': 0.1301218867301941}",English
Llama-3.1-8B-Instruct-eng-history-as4,../../data/processed/eng_test_history_as4_22.json,0.09108004490831022,0.2600518806744488,0.12698412698412698,0.0612094395280236,0.034045922406967535,1.0,1.003253090435914,1542,1537,0.2225723139373154,0.0641738672428043,0.21809300222132888,0.21889705791577369,"{'mean_distance': 0.3948310911655426, 'std_distance': 0.1430659294128418}","{'mean_distance': 0.39849644899368286, 'std_distance': 0.1283392757177353}","{'mean_distance': 0.2548048198223114, 'std_distance': 0.1265113353729248}",English
Llama-3.1-8B-Instruct-eng-history-as4,../../data/processed/eng_test_history_as4_15.json,0.06697787478837788,0.2569737954353339,0.11121116614137776,0.042870905587668595,0.022268254790264112,0.9267441323619625,0.9293008641005499,2366,2546,0.21488482347248267,0.0491855054134647,0.2087647821098234,0.20898292580572703,"{'mean_distance': 0.41218483448028564, 'std_distance': 0.14012910425662994}","{'mean_distance': 0.4081307053565979, 'std_distance': 0.11923582851886749}","{'mean_distance': 0.2637460231781006, 'std_distance': 0.12370122224092484}",English
Llama-3.1-8B-Instruct-eng-history-as4,../../data/processed/eng_test_history_as4_29.json,0.05619804552379885,0.17236753856472167,0.07891061452513966,0.035688273852876914,0.02054794520547945,1.0,1.5450777202072539,1491,965,0.21162085549566337,0.043957543915530736,0.2029291905393888,0.20601023798232948,"{'mean_distance': 0.4114755094051361, 'std_distance': 0.1245708167552948}","{'mean_distance': 0.40301817655563354, 'std_distance': 0.09572385251522064}","{'mean_distance': 0.25086572766304016, 'std_distance': 0.11064890027046204}",English
Llama-3.1-8B-Instruct-eng-history-as4,../../data/processed/eng_test_history_as4_6.json,0.07308594255061941,0.23030386360511482,0.10411516649701905,0.043357506557629995,0.02744453574363188,1.0,1.0455721679125936,7273,6956,0.2103800148498421,0.04562753692584924,0.20068780230279276,0.2014167448241337,"{'mean_distance': 0.41205504536628723, 'std_distance': 0.1371442824602127}","{'mean_distance': 0.4136820435523987, 'std_distance': 0.11654555052518845}","{'mean_distance': 0.2659238576889038, 'std_distance': 0.12873438000679016}",English
Llama-3.1-8B-Instruct-eng-history-as4,../../data/processed/eng_test_history_as4_23.json,0.09557053364246294,0.2938871473354232,0.14898989898989898,0.07090909090909091,0.040513833992094864,0.9024296185497563,0.9068941009239516,1276,1407,0.24672764117005425,0.05873713673061782,0.23730471815388196,0.2389272976057497,"{'mean_distance': 0.3867737948894501, 'std_distance': 0.140206977725029}","{'mean_distance': 0.3928213119506836, 'std_distance': 0.13080357015132904}","{'mean_distance': 0.23918277025222778, 'std_distance': 0.12540587782859802}",English
Llama-3.1-8B-Instruct-eng-history-as4,../../data/processed/eng_test_history_as4_5.json,0.08774597324514267,0.24014986705342034,0.11666026379818159,0.05555555555555555,0.03808693124000582,1.0,1.0257872551450533,8274,8066,0.21949547661364566,0.05383057840884035,0.21349386527096947,0.21471166140467302,"{'mean_distance': 0.40148797631263733, 'std_distance': 0.14569370448589325}","{'mean_distance': 0.4053594768047333, 'std_distance': 0.1202954575419426}","{'mean_distance': 0.2613483965396881, 'std_distance': 0.12710601091384888}",English
Llama-3.1-8B-Instruct-eng-history-as4,../../data/processed/eng_test_history_as4_12.json,0.06629343993067958,0.24091778202676864,0.10753052917232021,0.04060913705583756,0.021806853582554516,0.9578912430030124,0.9587534372135655,3138,3273,0.23277649647162688,0.06589087951343206,0.22467753191594303,0.2257946753903105,"{'mean_distance': 0.40603727102279663, 'std_distance': 0.15244072675704956}","{'mean_distance': 0.4020915925502777, 'std_distance': 0.13119852542877197}","{'mean_distance': 0.26415181159973145, 'std_distance': 0.13434767723083496}",English
Llama-3.1-8B-Instruct-eng-history-as4,../../data/processed/eng_test_history_as4_26.json,0.09480283527821588,0.26649958228905596,0.13155555555555556,0.06457739791073125,0.03567787971457696,1.0,1.0832579185520361,1197,1105,0.2747363803193189,0.092052654658752,0.2629682721311182,0.2651948604363655,"{'mean_distance': 0.37472406029701233, 'std_distance': 0.1488887369632721}","{'mean_distance': 0.3905588686466217, 'std_distance': 0.13411584496498108}","{'mean_distance': 0.2284008115530014, 'std_distance': 0.12887585163116455}",English
Llama-3.1-8B-Instruct-eng-history-as4,../../data/processed/eng_test_history_as4_9.json,0.06261277679270832,0.21393397774940726,0.09520153550863723,0.03666194044966579,0.02058319039451115,1.0,1.1366086235489221,5483,4824,0.2194444757431238,0.05301542375590637,0.2112176685746947,0.21210282148295262,"{'mean_distance': 0.40064987540245056, 'std_distance': 0.1426948457956314}","{'mean_distance': 0.4019017517566681, 'std_distance': 0.12662078440189362}","{'mean_distance': 0.26124367117881775, 'std_distance': 0.12767581641674042}",English
Llama-3.1-8B-Instruct-eng-history-as4,../../data/processed/eng_test_history_as4_2.json,0.06997023963135608,0.20382797010828121,0.09699935815147626,0.04283054003724395,0.02830526692941598,1.0,1.1491412548194884,13114,11412,0.21511929763198956,0.04988540549339664,0.2070323863708881,0.2074014365241884,"{'mean_distance': 0.4044216573238373, 'std_distance': 0.14598800241947174}","{'mean_distance': 0.41057288646698, 'std_distance': 0.12436748296022415}","{'mean_distance': 0.2648841142654419, 'std_distance': 0.13007034361362457}",English
Llama-3.1-8B-Instruct-eng-history-as4,../../data/processed/eng_test_history_as4_20.json,0.07112084955499216,0.22321428571428573,0.10188087774294671,0.045805739514348784,0.02456140350877193,1.0,1.176196032672112,2016,1714,0.22173837450430983,0.0677709220299143,0.21353955751936834,0.21592548118497293,"{'mean_distance': 0.40768861770629883, 'std_distance': 0.12768341600894928}","{'mean_distance': 0.39975494146347046, 'std_distance': 0.11712225526571274}","{'mean_distance': 0.2529871165752411, 'std_distance': 0.11959274113178253}",English
Llama-3.1-8B-Instruct-eng-history-as4,../../data/processed/eng_test_history_as4_18.json,0.06435099456163212,0.2249119718309859,0.09813953488372093,0.03796844181459566,0.020461699895068207,1.0,1.1099169516365412,2272,2047,0.2215862532508696,0.05026175773233271,0.2146971684668956,0.21628335224471956,"{'mean_distance': 0.4124770164489746, 'std_distance': 0.14193102717399597}","{'mean_distance': 0.411731094121933, 'std_distance': 0.12503491342067719}","{'mean_distance': 0.2578560709953308, 'std_distance': 0.12257259339094162}",English
Llama-3.1-8B-Instruct-eng-history-as4,../../data/processed/eng_test_history_as4_27.json,0.09991625282650633,0.27732610659439927,0.13776493256262043,0.06707946336429309,0.03888888888888889,1.0,1.0532825880114176,1107,1051,0.24371175796724714,0.06469215709960434,0.2370549871316299,0.23686614917978974,"{'mean_distance': 0.3873126804828644, 'std_distance': 0.14666630327701569}","{'mean_distance': 0.38253888487815857, 'std_distance': 0.12401816993951797}","{'mean_distance': 0.2392786294221878, 'std_distance': 0.12031549215316772}",English
Llama-3.1-8B-Instruct-eng-history-as4,../../data/processed/eng_test_history_as4_19.json,0.06518479268348942,0.2093327518534671,0.09595959595959595,0.0407174018419777,0.022073921971252568,1.0,1.1862390067252975,2293,1933,0.22194004091370112,0.057803862578530166,0.2120896588109587,0.21235977731762817,"{'mean_distance': 0.40499019622802734, 'std_distance': 0.1376524269580841}","{'mean_distance': 0.4048124849796295, 'std_distance': 0.12073129415512085}","{'mean_distance': 0.26951727271080017, 'std_distance': 0.12797731161117554}",English
Llama-3.1-8B-Instruct-eng-history-as4,../../data/processed/eng_test_history_as4_5.json,0.07510034348983216,0.2068289663709511,0.10033589771372846,0.04746691008671839,0.03229304735510302,1.0,1.201834862385321,9694,8066,0.21562068501153506,0.05326004200074857,0.2077744620469668,0.20855863348308723,"{'mean_distance': 0.40828388929367065, 'std_distance': 0.14702709019184113}","{'mean_distance': 0.40687552094459534, 'std_distance': 0.12626487016677856}","{'mean_distance': 0.26586517691612244, 'std_distance': 0.13419407606124878}",English
Llama-3.1-8B-Instruct-eng-history-as4,../../data/processed/eng_test_history_as4_5.json,0.08078518059782193,0.22710580674776223,0.10934658746514729,0.050616649537512846,0.033884410438584506,1.0,1.0803372179518969,8714,8066,0.22080850035629188,0.05046806274108032,0.21269929508865792,0.21325339679720628,"{'mean_distance': 0.4013814926147461, 'std_distance': 0.1456276774406433}","{'mean_distance': 0.40672826766967773, 'std_distance': 0.12064230442047119}","{'mean_distance': 0.26248350739479065, 'std_distance': 0.12534938752651215}",English
Llama-3.1-8B-Instruct-eng-history-as4,../../data/processed/eng_test_history_as4_24.json,0.09406240592813324,0.2837055417700579,0.1400709219858156,0.0659025787965616,0.039337474120082816,0.9336517412475304,0.9357585139318886,1209,1292,0.24178076289069386,0.05932415874012306,0.23373104074763043,0.2353172210466145,"{'mean_distance': 0.3848974406719208, 'std_distance': 0.14516611397266388}","{'mean_distance': 0.3847813904285431, 'std_distance': 0.11681728065013885}","{'mean_distance': 0.23541836440563202, 'std_distance': 0.11372792720794678}",English
Llama-3.1-8B-Instruct-eng-history-as4,../../data/processed/eng_test_history_as4_3.json,0.07769826889420972,0.2288065159574468,0.10788965032507468,0.04770778978755125,0.03094624082523309,1.0,1.054328776726253,12032,11412,0.22829104761720254,0.05589714646581891,0.21985100387175294,0.2203439439338077,"{'mean_distance': 0.39869046211242676, 'std_distance': 0.14690442383289337}","{'mean_distance': 0.4073329567909241, 'std_distance': 0.128505676984787}","{'mean_distance': 0.25422966480255127, 'std_distance': 0.12785661220550537}",English
Llama-3.1-8B-Instruct-eng-history-as4,../../data/processed/eng_test_history_as4_26.json,0.09731233436204892,0.26013513513513514,0.13399280575539568,0.0673076923076923,0.038223140495867766,1.0,1.0714932126696832,1184,1105,0.2489172247026672,0.08342916041803991,0.2450319266312645,0.24811295712358722,"{'mean_distance': 0.37480053305625916, 'std_distance': 0.15142707526683807}","{'mean_distance': 0.3820989429950714, 'std_distance': 0.13583850860595703}","{'mean_distance': 0.2383657544851303, 'std_distance': 0.12393108010292053}",English
Llama-3.1-8B-Instruct-eng-history-as4,../../data/processed/eng_test_history_as4_10.json,0.05313904107076382,0.19212366580787632,0.08246628131021194,0.03113627173473514,0.016163334751169715,1.0,1.2828139754485364,5434,4236,0.22936201646599746,0.061870352420788734,0.22102382728619469,0.2213501076038228,"{'mean_distance': 0.40415099263191223, 'std_distance': 0.14683173596858978}","{'mean_distance': 0.4036615192890167, 'std_distance': 0.12898464500904083}","{'mean_distance': 0.2659282684326172, 'std_distance': 0.13169589638710022}",English
Llama-3.1-8B-Instruct-eng-history-as4,../../data/processed/eng_test_history_as4_17.json,0.0729265619736434,0.2635897435897436,0.1207464324917673,0.048406139315230225,0.02554278416347382,0.9207524133744135,0.9237328280435813,1950,2111,0.22448909800612046,0.059342140563949916,0.2142588190502073,0.2151666748084738,"{'mean_distance': 0.4038423001766205, 'std_distance': 0.14336583018302917}","{'mean_distance': 0.40281182527542114, 'std_distance': 0.11433348804712296}","{'mean_distance': 0.25609126687049866, 'std_distance': 0.1254304051399231}",English
Llama-3.1-8B-Instruct-eng-history-as4,../../data/processed/eng_test_history_as4_19.json,0.08169691188129866,0.2696447793326157,0.12794033275960986,0.05466830466830467,0.02775941837409121,0.960437869035266,0.9612002069322297,1858,1933,0.22516949045213006,0.06892426947429989,0.21606975646149124,0.21717610464764042,"{'mean_distance': 0.40395939350128174, 'std_distance': 0.14988699555397034}","{'mean_distance': 0.40204158425331116, 'std_distance': 0.13037104904651642}","{'mean_distance': 0.2664828300476074, 'std_distance': 0.12799516320228577}",English
Llama-3.1-8B-Instruct-eng-history-as4,../../data/processed/eng_test_history_as4_22.json,0.086532262318928,0.2676529926025555,0.12553802008608322,0.05764796310530361,0.033112582781456956,0.96693428076918,0.9674690956408588,1487,1537,0.2360809294477884,0.06248537825836862,0.22726820703883405,0.22998911715798837,"{'mean_distance': 0.40095970034599304, 'std_distance': 0.14332175254821777}","{'mean_distance': 0.4004029631614685, 'std_distance': 0.12196815013885498}","{'mean_distance': 0.2626342475414276, 'std_distance': 0.12271250784397125}",English
Llama-3.1-8B-Instruct-eng-history-as4,../../data/processed/eng_test_history_as4_25.json,0.08613532365903184,0.24039186134137153,0.11980830670926518,0.05692438402718777,0.03357531760435572,1.0,1.1255301102629347,1327,1179,0.23071165074657324,0.057782753135075055,0.22175454762652486,0.2243112922603001,"{'mean_distance': 0.3853592276573181, 'std_distance': 0.12922821938991547}","{'mean_distance': 0.3938426673412323, 'std_distance': 0.10931242257356644}","{'mean_distance': 0.23207315802574158, 'std_distance': 0.11504777520895004}",English
Llama-3.1-8B-Instruct-eng-history-as4,../../data/processed/eng_test_history_as4_15.json,0.06458258390153632,0.24416666666666667,0.10554323725055433,0.04028436018957346,0.021374045801526718,0.9409800567170212,0.9426551453260016,2400,2546,0.21017143743155323,0.04983813940163381,0.20112638571642077,0.20124029620013537,"{'mean_distance': 0.41472336649894714, 'std_distance': 0.13527259230613708}","{'mean_distance': 0.4172966778278351, 'std_distance': 0.11842330545186996}","{'mean_distance': 0.272958904504776, 'std_distance': 0.11785544455051422}",English
Llama-3.1-8B-Instruct-eng-history-as4,../../data/processed/eng_test_history_as4_22.json,0.0903949034884709,0.2555012224938875,0.1270252754374595,0.060689655172413794,0.03389830508474576,1.0,1.0644111906310996,1636,1537,0.23365385644987344,0.06269114832586967,0.22776672398078696,0.22794579899113093,"{'mean_distance': 0.39768001437187195, 'std_distance': 0.14215856790542603}","{'mean_distance': 0.40373361110687256, 'std_distance': 0.12878568470478058}","{'mean_distance': 0.2642308175563812, 'std_distance': 0.1346627175807953}",English
Llama-3.1-8B-Instruct-eng-history-as4,../../data/processed/eng_test_history_as4_20.json,0.06474570929945145,0.2080037226617031,0.09233023937469467,0.04113110539845758,0.02224633749321758,1.0,1.2537922987164527,2149,1714,0.2416088756691903,0.06697275261134134,0.23310070760927498,0.23415437445161447,"{'mean_distance': 0.38585013151168823, 'std_distance': 0.14998966455459595}","{'mean_distance': 0.3918669521808624, 'std_distance': 0.137574702501297}","{'mean_distance': 0.2413303107023239, 'std_distance': 0.11384689807891846}",English
Llama-3.1-8B-Instruct-eng-history-as4,../../data/processed/eng_test_history_as4_17.json,0.06463548899096706,0.211750305997552,0.09771846749892381,0.04054669703872437,0.02080309627479439,1.0,1.1610611084793936,2451,2111,0.21478977911346847,0.0601361526182068,0.20601317002786756,0.20795766434297758,"{'mean_distance': 0.4033002257347107, 'std_distance': 0.13511021435260773}","{'mean_distance': 0.41284775733947754, 'std_distance': 0.11971674859523773}","{'mean_distance': 0.2651049494743347, 'std_distance': 0.12821638584136963}",English
Llama-3.1-8B-Instruct-eng-history-as4,../../data/processed/eng_test_history_as4_28.json,0.09231401108610228,0.24043715846994534,0.13043478260869565,0.06378600823045268,0.036303630363036306,1.0,1.0925373134328358,1098,1005,0.2440378042067038,0.06642343421067376,0.23718425660956377,0.23861436272976982,"{'mean_distance': 0.38812255859375, 'std_distance': 0.1295916885137558}","{'mean_distance': 0.3935627341270447, 'std_distance': 0.10708895325660706}","{'mean_distance': 0.25472837686538696, 'std_distance': 0.13348731398582458}",English
Llama-3.1-8B-Instruct-eng-history-as4,../../data/processed/eng_test_history_as4_22.json,0.07348666515582525,0.2246745897000566,0.1057347670250896,0.0480708412397217,0.025537634408602152,1.0,1.1496421600520494,1767,1537,0.229266171057384,0.05764152365980735,0.2237310906246008,0.22445403319434157,"{'mean_distance': 0.3971291482448578, 'std_distance': 0.14244568347930908}","{'mean_distance': 0.40195223689079285, 'std_distance': 0.12301817536354065}","{'mean_distance': 0.25589287281036377, 'std_distance': 0.1361210197210312}",English
Llama-3.1-8B-Instruct-eng-history-as4,../../data/processed/eng_test_history_as4_2.json,0.08136937941397218,0.2358086091579489,0.1108790410461315,0.05056938814900598,0.03315485996705107,1.0,1.021906764808973,11662,11412,0.22417871807485923,0.05315874282837879,0.21534826675471574,0.2157073381059758,"{'mean_distance': 0.4048801362514496, 'std_distance': 0.14677155017852783}","{'mean_distance': 0.40850576758384705, 'std_distance': 0.12663301825523376}","{'mean_distance': 0.26393893361091614, 'std_distance': 0.12940213084220886}",English
Llama-3.1-8B-Instruct-eng-history-as4,../../data/processed/eng_test_history_as4_28.json,0.07656999519161438,0.22266881028938906,0.10838272650296359,0.05008944543828265,0.02843601895734597,1.0,1.237810945273632,1244,1005,0.2203827405507563,0.05655718170238003,0.21316475942548857,0.21329027507568515,"{'mean_distance': 0.4010128378868103, 'std_distance': 0.12303540855646133}","{'mean_distance': 0.41052865982055664, 'std_distance': 0.1084791049361229}","{'mean_distance': 0.2537092864513397, 'std_distance': 0.1281469613313675}",English
Llama-3.1-8B-Instruct-eng-history-as4,../../data/processed/eng_test_history_as4_24.json,0.08374510203453953,0.24349049964813513,0.11567164179104478,0.05559968228752978,0.031409168081494056,1.0,1.0998452012383901,1421,1292,0.2296662402643609,0.050746137731557395,0.2238025695013382,0.22183591940690295,"{'mean_distance': 0.4100649654865265, 'std_distance': 0.14561212062835693}","{'mean_distance': 0.4045390784740448, 'std_distance': 0.12553316354751587}","{'mean_distance': 0.26247841119766235, 'std_distance': 0.13152089715003967}",English
Llama-3.1-8B-Instruct-eng-history-as4,../../data/processed/eng_test_history_as4_5.json,0.08699764317582738,0.2412422360248447,0.11773236651285432,0.054775280898876406,0.03711495116453794,0.9980143962846929,0.998016364988842,8050,8066,0.21317066137683505,0.05221036004645649,0.20579032493046545,0.205781742556056,"{'mean_distance': 0.41067439317703247, 'std_distance': 0.1443459838628769}","{'mean_distance': 0.41172492504119873, 'std_distance': 0.12595562636852264}","{'mean_distance': 0.26661407947540283, 'std_distance': 0.1309666633605957}",English
